silnik,budowa indeksu [s],62 zapytania [s]
TF-IDF,45.61997842788696,0.45129990577697754
BM25,13.117048263549805,0.2871689796447754
MiniLM,0.0,0.8670980930328369
SPECTER2,843.0752704143524,1.6502058506011963
